time,q1,q2,q3
0.147800,-0.004119,0.004109,0.010140
0.147900,-0.004221,0.004125,0.010178
0.148000,-0.004317,0.004139,0.010208
0.148100,-0.004406,0.004151,0.010230
0.148200,-0.004489,0.004163,0.010244
0.148300,-0.004565,0.004173,0.010249
0.148400,-0.004635,0.004182,0.010246
0.148500,-0.004698,0.004190,0.010236
0.148600,-0.004754,0.004196,0.010217
0.148700,-0.004804,0.004200,0.010189
0.148800,-0.004846,0.004204,0.010154
0.148900,-0.004881,0.004205,0.010111
0.149000,-0.004910,0.004205,0.010059
0.149100,-0.004931,0.004203,0.010000
0.149200,-0.004945,0.004200,0.009933
0.149300,-0.004953,0.004195,0.009858
0.149400,-0.004953,0.004188,0.009775
0.149500,-0.004946,0.004180,0.009684
0.149600,-0.004932,0.004169,0.009586
0.149700,-0.004911,0.004157,0.009480
0.149800,-0.004883,0.004143,0.009367
0.149900,-0.004848,0.004127,0.009246
