q1,q2,q3,U_kin,U_pot,time
0.023597,0.010306,0.016097,0.105465,0.051234,0.416650
0.023735,0.010635,0.015630,0.105992,0.050142,0.416700
0.023872,0.010967,0.015161,0.106467,0.049126,0.416750
0.024007,0.011301,0.014693,0.106888,0.048190,0.416800
0.024139,0.011637,0.014223,0.107254,0.047335,0.416850
0.024270,0.011976,0.013754,0.107565,0.046561,0.416900
0.024399,0.012317,0.013284,0.107819,0.045871,0.416950
0.024526,0.012660,0.012813,0.108015,0.045266,0.417000
0.024652,0.013005,0.012343,0.108153,0.044747,0.417050
0.024775,0.013351,0.011873,0.108232,0.044314,0.417100
0.024897,0.013699,0.011403,0.108252,0.043970,0.417150
0.025018,0.014048,0.010934,0.108211,0.043714,0.417200
0.025136,0.014399,0.010465,0.108110,0.043547,0.417250
0.025253,0.014750,0.009996,0.107948,0.043469,0.417300
0.025369,0.015102,0.009529,0.107725,0.043482,0.417350
0.025483,0.015455,0.009062,0.107441,0.043586,0.417400
0.025595,0.015809,0.008596,0.107095,0.043780,0.417450
0.025706,0.016163,0.008131,0.106689,0.044064,0.417500
0.025815,0.016517,0.007668,0.106221,0.044439,0.417550
0.025923,0.016871,0.007205,0.105692,0.044904,0.417600
0.026030,0.017225,0.006745,0.105103,0.045459,0.417650
0.026135,0.017579,0.006285,0.104454,0.046103,0.417700
0.026239,0.017933,0.005828,0.103745,0.046836,0.417750
0.026342,0.018286,0.005372,0.102978,0.047657,0.417800
0.026444,0.018638,0.004918,0.102152,0.048565,0.417850
0.026544,0.018989,0.004467,0.101268,0.049559,0.417900
0.026644,0.019339,0.004017,0.100328,0.050638,0.417950
0.026742,0.019688,0.003570,0.099332,0.051801,0.418000
0.026839,0.020036,0.003125,0.098282,0.053045,0.418050
0.026935,0.020382,0.002683,0.097177,0.054371,0.418100
0.027030,0.020727,0.002243,0.096021,0.055776,0.418150
0.027124,0.021069,0.001806,0.094814,0.057258,0.418200
0.027218,0.021410,0.001373,0.093557,0.058815,0.418250
0.027310,0.021748,0.000942,0.092252,0.060446,0.418300
0.027402,0.022085,0.000514,0.090900,0.062149,0.418350
0.027492,0.022418,0.000089,0.089504,0.063921,0.418400
0.027582,0.022749,-0.000332,0.088064,0.065760,0.418450
0.027672,0.023078,-0.000749,0.086582,0.067663,0.418500
0.027760,0.023403,-0.001163,0.085061,0.069629,0.418550
0.027848,0.023726,-0.001574,0.083502,0.071655,0.418600
0.027935,0.024045,-0.001980,0.081907,0.073737,0.418650
0.028022,0.024361,-0.002383,0.080278,0.075874,0.418700
0.028108,0.024673,-0.002782,0.078617,0.078063,0.418750
0.028194,0.024982,-0.003176,0.076927,0.080300,0.418800
0.028279,0.025287,-0.003566,0.075208,0.082582,0.418850
0.028364,0.025589,-0.003952,0.073465,0.084908,0.418900
0.028448,0.025886,-0.004334,0.071698,0.087273,0.418950
0.028532,0.026179,-0.004711,0.069910,0.089675,0.419000
0.028615,0.026467,-0.005083,0.068104,0.092110,0.419050
0.028699,0.026752,-0.005450,0.066282,0.094575,0.419100
0.028781,0.027031,-0.005813,0.064446,0.097067,0.419150
0.028864,0.027306,-0.006171,0.062598,0.099582,0.419200
0.028947,0.027577,-0.006523,0.060741,0.102118,0.419250
0.029029,0.027842,-0.006871,0.058878,0.104671,0.419300
0.029111,0.028102,-0.007213,0.057011,0.107237,0.419350
0.029193,0.028357,-0.007550,0.055141,0.109813,0.419400
0.029274,0.028607,-0.007882,0.053273,0.112397,0.419450
0.029356,0.028852,-0.008208,0.051408,0.114983,0.419500
0.029438,0.029091,-0.008528,0.049548,0.117570,0.419550
0.029519,0.029324,-0.008843,0.047697,0.120153,0.419600
0.029601,0.029551,-0.009152,0.045856,0.122730,0.419650
0.029682,0.029773,-0.009455,0.044028,0.125296,0.419700
0.029764,0.029989,-0.009753,0.042216,0.127849,0.419750
0.029845,0.030199,-0.010044,0.040421,0.130385,0.419800
0.029927,0.030403,-0.010329,0.038646,0.132901,0.419850
0.030009,0.030600,-0.010609,0.036894,0.135394,0.419900
0.030090,0.030791,-0.010882,0.035166,0.137860,0.419950
0.030172,0.030976,-0.011148,0.033466,0.140297,0.420000
0.030254,0.031154,-0.011409,0.031794,0.142701,0.420050
0.030336,0.031326,-0.011663,0.030154,0.145069,0.420100
0.030419,0.031491,-0.011910,0.028548,0.147399,0.420150
0.030501,0.031650,-0.012151,0.026976,0.149687,0.420200
0.030584,0.031802,-0.012385,0.025443,0.151930,0.420250
0.030666,0.031947,-0.012613,0.023949,0.154126,0.420300
0.030749,0.032085,-0.012834,0.022496,0.156273,0.420350
0.030833,0.032216,-0.013048,0.021086,0.158366,0.420400
0.030916,0.032340,-0.013256,0.019722,0.160405,0.420450
0.031000,0.032457,-0.013456,0.018404,0.162387,0.420500
0.031083,0.032566,-0.013650,0.017134,0.164308,0.420550
0.031167,0.032669,-0.013837,0.015915,0.166168,0.420600
0.031252,0.032764,-0.014016,0.014746,0.167963,0.420650
0.031336,0.032853,-0.014189,0.013631,0.169692,0.420700
0.031421,0.032933,-0.014354,0.012569,0.171353,0.420750
0.031506,0.033007,-0.014513,0.011562,0.172945,0.420800
0.031591,0.033073,-0.014664,0.010612,0.174464,0.420850
0.031677,0.033132,-0.014808,0.009720,0.175911,0.420900
0.031762,0.033183,-0.014945,0.008886,0.177283,0.420950
0.031848,0.033227,-0.015075,0.008111,0.178578,0.421000
0.031934,0.033263,-0.015197,0.007396,0.179797,0.421050
0.032020,0.033292,-0.015312,0.006742,0.180937,0.421100
0.032107,0.033313,-0.015420,0.006150,0.181998,0.421150
0.032193,0.033327,-0.015520,0.005619,0.182979,0.421200
0.032280,0.033333,-0.015613,0.005151,0.183879,0.421250
0.032367,0.033332,-0.015699,0.004746,0.184698,0.421300
0.032454,0.033323,-0.015777,0.004403,0.185434,0.421350
0.032541,0.033306,-0.015848,0.004124,0.186088,0.421400
0.032629,0.033283,-0.015911,0.003908,0.186660,0.421450
0.032716,0.033251,-0.015967,0.003754,0.187149,0.421500
0.032804,0.033212,-0.016016,0.003664,0.187555,0.421550
0.032891,0.033166,-0.016057,0.003636,0.187879,0.421600
0.032979,0.033112,-0.016091,0.003671,0.188121,0.421650
0.033067,0.033051,-0.016118,0.003767,0.188281,0.421700
0.033154,0.032982,-0.016137,0.003926,0.188359,0.421750
0.033242,0.032906,-0.016148,0.004144,0.188357,0.421800
0.033329,0.032823,-0.016153,0.004423,0.188275,0.421850
0.033417,0.032733,-0.016149,0.004762,0.188114,0.421900
0.033504,0.032635,-0.016139,0.005159,0.187875,0.421950
0.033592,0.032530,-0.016121,0.005613,0.187560,0.422000
0.033679,0.032417,-0.016096,0.006124,0.187168,0.422050
0.033766,0.032298,-0.016064,0.006690,0.186702,0.422100
0.033852,0.032172,-0.016024,0.007311,0.186164,0.422150
0.033939,0.032038,-0.015977,0.007984,0.185554,0.422200
0.034025,0.031898,-0.015923,0.008709,0.184874,0.422250
0.034111,0.031750,-0.015861,0.009485,0.184126,0.422300
0.034196,0.031596,-0.015793,0.010309,0.183312,0.422350
0.034281,0.031436,-0.015717,0.011180,0.182434,0.422400
0.034366,0.031268,-0.015634,0.012097,0.181494,0.422450
0.034450,0.031094,-0.015544,0.013058,0.180494,0.422500
0.034534,0.030913,-0.015447,0.014061,0.179435,0.422550
0.034617,0.030726,-0.015343,0.015105,0.178321,0.422600
0.034699,0.030533,-0.015232,0.016187,0.177154,0.422650
0.034781,0.030333,-0.015115,0.017306,0.175935,0.422700
0.034863,0.030128,-0.014990,0.018459,0.174668,0.422750
0.034943,0.029916,-0.014859,0.019646,0.173355,0.422800
0.035023,0.029698,-0.014721,0.020864,0.171998,0.422850
0.035102,0.029474,-0.014576,0.022110,0.170600,0.422900
0.035180,0.029244,-0.014424,0.023383,0.169164,0.422950
0.035257,0.029009,-0.014266,0.024681,0.167693,0.423000
0.035333,0.028768,-0.014102,0.026002,0.166188,0.423050
0.035409,0.028522,-0.013931,0.027343,0.164653,0.423100
0.035483,0.028271,-0.013754,0.028703,0.163090,0.423150
0.035556,0.028014,-0.013570,0.030078,0.161503,0.423200
0.035628,0.027752,-0.013380,0.031468,0.159894,0.423250
0.035699,0.027485,-0.013184,0.032870,0.158266,0.423300
0.035769,0.027213,-0.012982,0.034281,0.156622,0.423350
0.035837,0.026936,-0.012773,0.035700,0.154964,0.423400
0.035904,0.026655,-0.012559,0.037125,0.153296,0.423450
0.035970,0.026369,-0.012339,0.038552,0.151620,0.423500
0.036034,0.026079,-0.012113,0.039981,0.149938,0.423550
0.036097,0.025784,-0.011881,0.041409,0.148254,0.423600
0.036158,0.025486,-0.011643,0.042834,0.146571,0.423650
0.036217,0.025183,-0.011400,0.044254,0.144891,0.423700
0.036275,0.024877,-0.011152,0.045666,0.143216,0.423750
0.036331,0.024567,-0.010898,0.047070,0.141550,0.423800
0.036385,0.024253,-0.010639,0.048462,0.139894,0.423850
0.036438,0.023936,-0.010374,0.049841,0.138253,0.423900
0.036489,0.023616,-0.010104,0.051205,0.136627,0.423950
0.036537,0.023292,-0.009829,0.052553,0.135019,0.424000
0.036584,0.022966,-0.009550,0.053881,0.133433,0.424050
0.036629,0.022636,-0.009265,0.055190,0.131869,0.424100
0.036671,0.022304,-0.008975,0.056476,0.130331,0.424150
0.036712,0.021970,-0.008681,0.057739,0.128820,0.424200
0.036750,0.021633,-0.008382,0.058976,0.127339,0.424250
0.036786,0.021293,-0.008079,0.060186,0.125889,0.424300
0.036819,0.020952,-0.007771,0.061369,0.124473,0.424350
0.036850,0.020609,-0.007459,0.062521,0.123092,0.424400
0.036879,0.020264,-0.007143,0.063643,0.121748,0.424450
0.036905,0.019917,-0.006822,0.064732,0.120444,0.424500
0.036929,0.019569,-0.006498,0.065788,0.119179,0.424550
0.036950,0.019219,-0.006170,0.066809,0.117957,0.424600
0.036968,0.018869,-0.005837,0.067794,0.116778,0.424650
0.036984,0.018517,-0.005501,0.068743,0.115643,0.424700
0.036997,0.018165,-0.005162,0.069655,0.114554,0.424750
0.037007,0.017812,-0.004819,0.070528,0.113513,0.424800
0.037014,0.017458,-0.004472,0.071362,0.112519,0.424850
0.037018,0.017104,-0.004123,0.072156,0.111573,0.424900
0.037020,0.016750,-0.003770,0.072910,0.110678,0.424950
0.037018,0.016396,-0.003413,0.073623,0.109833,0.425000
0.037013,0.016042,-0.003054,0.074295,0.109038,0.425050
0.037005,0.015688,-0.002693,0.074926,0.108295,0.425100
0.036993,0.015334,-0.002328,0.075515,0.107603,0.425150
0.036979,0.014982,-0.001960,0.076061,0.106964,0.425200
0.036961,0.014630,-0.001591,0.076566,0.106376,0.425250
0.036940,0.014279,-0.001218,0.077029,0.105841,0.425300
0.036915,0.013929,-0.000844,0.077450,0.105358,0.425350
0.036887,0.013580,-0.000467,0.077829,0.104926,0.425400
0.036855,0.013232,-0.000088,0.078166,0.104547,0.425450
0.036820,0.012887,0.000293,0.078462,0.104218,0.425500
0.036781,0.012542,0.000676,0.078717,0.103941,0.425550
0.036739,0.012200,0.001061,0.078932,0.103714,0.425600
0.036693,0.011860,0.001447,0.079107,0.103536,0.425650
0.036643,0.011522,0.001835,0.079242,0.103407,0.425700
0.036589,0.011186,0.002225,0.079339,0.103326,0.425750
0.036532,0.010853,0.002615,0.079398,0.103292,0.425800
0.036470,0.010522,0.003007,0.079420,0.103305,0.425850
0.036405,0.010194,0.003401,0.079406,0.103362,0.425900
0.036336,0.009869,0.003795,0.079356,0.103463,0.425950
0.036263,0.009548,0.004190,0.079272,0.103606,0.426000
0.036185,0.009229,0.004586,0.079155,0.103790,0.426050
0.036104,0.008914,0.004982,0.079006,0.104014,0.426100
0.036019,0.008602,0.005379,0.078827,0.104276,0.426150
0.035929,0.008294,0.005777,0.078617,0.104575,0.426200
0.035836,0.007989,0.006175,0.078379,0.104909,0.426250
0.035738,0.007689,0.006573,0.078114,0.105276,0.426300
0.035636,0.007392,0.006972,0.077823,0.105675,0.426350
0.035529,0.007100,0.007370,0.077508,0.106103,0.426400
0.035419,0.006812,0.007769,0.077170,0.106560,0.426450
0.035304,0.006529,0.008167,0.076811,0.107042,0.426500
0.035185,0.006250,0.008565,0.076431,0.107548,0.426550
0.035061,0.005976,0.008963,0.076034,0.108077,0.426600
0.034933,0.005707,0.009360,0.075619,0.108626,0.426650
0.034801,0.005442,0.009757,0.075189,0.109193,0.426700
0.034664,0.005183,0.010153,0.074745,0.109776,0.426750
0.034523,0.004929,0.010549,0.074289,0.110373,0.426800
0.034377,0.004680,0.010943,0.073823,0.110982,0.426850
0.034227,0.004437,0.011337,0.073347,0.111601,0.426900
0.034072,0.004199,0.011729,0.072865,0.112228,0.426950
0.033913,0.003966,0.012121,0.072377,0.112860,0.427000
0.033749,0.003740,0.012511,0.071884,0.113496,0.427050
0.033581,0.003519,0.012900,0.071389,0.114134,0.427100
0.033408,0.003305,0.013287,0.070894,0.114771,0.427150
0.033231,0.003096,0.013673,0.070399,0.115406,0.427200
0.033049,0.002893,0.014057,0.069906,0.116036,0.427250
0.032863,0.002697,0.014440,0.069417,0.116660,0.427300
0.032672,0.002507,0.014821,0.068934,0.117275,0.427350
0.032477,0.002323,0.015200,0.068457,0.117880,0.427400
0.032277,0.002146,0.015577,0.067988,0.118473,0.427450
0.032072,0.001976,0.015952,0.067530,0.119051,0.427500
0.031863,0.001812,0.016325,0.067082,0.119613,0.427550
0.031650,0.001654,0.016696,0.066647,0.120158,0.427600
0.031432,0.001504,0.017064,0.066226,0.120683,0.427650
0.031209,0.001360,0.017430,0.065820,0.121187,0.427700
0.030982,0.001224,0.017794,0.065431,0.121669,0.427750
0.030751,0.001094,0.018155,0.065058,0.122126,0.427800
0.030515,0.000971,0.018514,0.064705,0.122557,0.427850
0.030274,0.000856,0.018870,0.064371,0.122962,0.427900
0.030029,0.000747,0.019223,0.064058,0.123338,0.427950
0.029780,0.000646,0.019574,0.063767,0.123685,0.428000
0.029526,0.000552,0.019922,0.063498,0.124001,0.428050
0.029268,0.000465,0.020267,0.063253,0.124285,0.428100
0.029006,0.000386,0.020608,0.063032,0.124537,0.428150
0.028739,0.000314,0.020947,0.062836,0.124755,0.428200
0.028468,0.000249,0.021283,0.062666,0.124938,0.428250
0.028193,0.000192,0.021615,0.062522,0.125086,0.428300
0.027914,0.000142,0.021944,0.062405,0.125198,0.428350
0.027630,0.000099,0.022270,0.062314,0.125274,0.428400
0.027342,0.000065,0.022593,0.062252,0.125313,0.428450
0.027051,0.000037,0.022912,0.062217,0.125314,0.428500
0.026755,0.000017,0.023228,0.062210,0.125279,0.428550
0.026455,0.000005,0.023540,0.062231,0.125205,0.428600
0.026151,0.000000,0.023849,0.062281,0.125094,0.428650
0.025843,0.000003,0.024154,0.062359,0.124945,0.428700
0.025531,0.000013,0.024456,0.062465,0.124758,0.428750
0.025215,0.000031,0.024754,0.062599,0.124534,0.428800
0.024896,0.000056,0.025048,0.062761,0.124272,0.428850
0.024573,0.000089,0.025338,0.062951,0.123975,0.428900
0.024246,0.000129,0.025625,0.063168,0.123640,0.428950
0.023916,0.000177,0.025908,0.063411,0.123271,0.429000
0.023582,0.000232,0.026186,0.063681,0.122866,0.429050
0.023244,0.000295,0.026461,0.063977,0.122427,0.429100
0.022903,0.000365,0.026732,0.064298,0.121955,0.429150
0.022559,0.000442,0.026999,0.064643,0.121450,0.429200
0.022211,0.000527,0.027262,0.065012,0.120915,0.429250
0.021860,0.000619,0.027521,0.065403,0.120349,0.429300
0.021506,0.000718,0.027776,0.065816,0.119754,0.429350
0.021148,0.000824,0.028027,0.066251,0.119131,0.429400
0.020788,0.000938,0.028274,0.066705,0.118483,0.429450
0.020425,0.001058,0.028517,0.067177,0.117809,0.429500
0.020058,0.001186,0.028755,0.067668,0.117112,0.429550
0.019689,0.001321,0.028990,0.068175,0.116393,0.429600
0.019317,0.001463,0.029220,0.068697,0.115654,0.429650
0.018943,0.001611,0.029446,0.069233,0.114897,0.429700
0.018566,0.001766,0.029668,0.069781,0.114123,0.429750
0.018186,0.001929,0.029886,0.070341,0.113334,0.429800
0.017804,0.002097,0.030099,0.070910,0.112532,0.429850
0.017419,0.002273,0.030308,0.071488,0.111719,0.429900
0.017032,0.002454,0.030513,0.072073,0.110898,0.429950
0.016643,0.002643,0.030714,0.072663,0.110069,0.430000
0.016252,0.002837,0.030911,0.073256,0.109235,0.430050
0.015859,0.003038,0.031103,0.073852,0.108398,0.430100
0.015464,0.003245,0.031291,0.074449,0.107561,0.430150
0.015067,0.003458,0.031475,0.075044,0.106725,0.430200
0.014669,0.003677,0.031654,0.075637,0.105892,0.430250
0.014268,0.003902,0.031830,0.076225,0.105065,0.430300
0.013866,0.004132,0.032001,0.076807,0.104246,0.430350
0.013463,0.004369,0.032168,0.077382,0.103437,0.430400
0.013058,0.004611,0.032331,0.077947,0.102641,0.430450
0.012652,0.004858,0.032490,0.078501,0.101858,0.430500
0.012245,0.005111,0.032644,0.079042,0.101093,0.430550
0.011837,0.005368,0.032795,0.079570,0.100346,0.430600
0.011428,0.005631,0.032941,0.080081,0.099620,0.430650
0.011018,0.005899,0.033083,0.080574,0.098917,0.430700
0.010607,0.006172,0.033221,0.081048,0.098240,0.430750
0.010195,0.006450,0.033355,0.081502,0.097589,0.430800
0.009783,0.006732,0.033485,0.081933,0.096968,0.430850
0.009371,0.007018,0.033611,0.082340,0.096379,0.430900
0.008958,0.007309,0.033733,0.082722,0.095823,0.430950
0.008545,0.007605,0.033851,0.083076,0.095302,0.431000
0.008131,0.007904,0.033965,0.083403,0.094818,0.431050
0.007718,0.008207,0.034075,0.083699,0.094373,0.431100
0.007305,0.008514,0.034181,0.083965,0.093968,0.431150
0.006892,0.008825,0.034283,0.084198,0.093607,0.431200
0.006479,0.009139,0.034382,0.084397,0.093289,0.431250
0.006067,0.009457,0.034476,0.084561,0.093017,0.431300
0.005655,0.009778,0.034567,0.084689,0.092791,0.431350
0.005244,0.010102,0.034654,0.084780,0.092615,0.431400
0.004833,0.010429,0.034738,0.084833,0.092488,0.431450
0.004423,0.010759,0.034817,0.084847,0.092413,0.431500
0.004015,0.011092,0.034894,0.084821,0.092389,0.431550
0.003607,0.011427,0.034966,0.084753,0.092419,0.431600
0.003201,0.011764,0.035035,0.084644,0.092503,0.431650
0.002795,0.012104,0.035101,0.084493,0.092643,0.431700
0.002392,0.012445,0.035163,0.084298,0.092839,0.431750
0.001989,0.012789,0.035221,0.084060,0.093091,0.431800
0.001589,0.013134,0.035277,0.083778,0.093401,0.431850
0.001190,0.013481,0.035329,0.083451,0.093768,0.431900
0.000793,0.013830,0.035377,0.083079,0.094194,0.431950
0.000398,0.014179,0.035423,0.082663,0.094678,0.432000
0.000005,0.014530,0.035465,0.082201,0.095221,0.432050
-0.000386,0.014882,0.035504,0.081693,0.095822,0.432100
-0.000775,0.015235,0.035540,0.081141,0.096483,0.432150
-0.001161,0.015588,0.035573,0.080543,0.097202,0.432200
-0.001544,0.015941,0.035603,0.079900,0.097979,0.432250
-0.001925,0.016296,0.035630,0.079212,0.098814,0.432300
-0.002303,0.016650,0.035654,0.078479,0.099707,0.432350
-0.002679,0.017004,0.035675,0.077703,0.100656,0.432400
-0.003051,0.017358,0.035693,0.076882,0.101662,0.432450
-0.003420,0.017712,0.035709,0.076019,0.102723,0.432500
-0.003787,0.018065,0.035722,0.075113,0.103839,0.432550
-0.004149,0.018418,0.035732,0.074166,0.105008,0.432600
-0.004509,0.018769,0.035739,0.073177,0.106230,0.432650
-0.004865,0.019120,0.035744,0.072149,0.107502,0.432700
-0.005217,0.019470,0.035747,0.071082,0.108825,0.432750
-0.005566,0.019819,0.035747,0.069977,0.110195,0.432800
-0.005911,0.020166,0.035745,0.068835,0.111613,0.432850
-0.006251,0.020511,0.035740,0.067658,0.113076,0.432900
-0.006588,0.020855,0.035733,0.066446,0.114582,0.432950
-0.006921,0.021197,0.035724,0.065201,0.116129,0.433000
-0.007249,0.021537,0.035713,0.063925,0.117717,0.433050
-0.007574,0.021874,0.035699,0.062619,0.119342,0.433100
-0.007893,0.022210,0.035683,0.061285,0.121002,0.433150
-0.008208,0.022543,0.035666,0.059923,0.122697,0.433200
-0.008519,0.022873,0.035646,0.058536,0.124422,0.433250
-0.008825,0.023200,0.035625,0.057126,0.126176,0.433300
-0.009126,0.023524,0.035601,0.055695,0.127957,0.433350
-0.009422,0.023846,0.035576,0.054243,0.129761,0.433400
-0.009713,0.024164,0.035549,0.052774,0.131588,0.433450
-0.009999,0.024478,0.035520,0.051288,0.133433,0.433500
-0.010280,0.024790,0.035490,0.049789,0.135294,0.433550
-0.010555,0.025097,0.035458,0.048277,0.137169,0.433600
-0.010825,0.025401,0.035425,0.046756,0.139055,0.433650
-0.011090,0.025700,0.035390,0.045227,0.140949,0.433700
-0.011349,0.025996,0.035353,0.043692,0.142848,0.433750
-0.011603,0.026287,0.035315,0.042154,0.144749,0.433800
-0.011850,0.026574,0.035276,0.040614,0.146651,0.433850
-0.012092,0.026857,0.035235,0.039075,0.148548,0.433900
-0.012329,0.027135,0.035194,0.037539,0.150440,0.433950
-0.012559,0.027408,0.035151,0.036009,0.152322,0.434000
-0.012783,0.027677,0.035106,0.034485,0.154192,0.434050
-0.013001,0.027940,0.035061,0.032972,0.156047,0.434100
-0.013213,0.028198,0.035015,0.031470,0.157883,0.434150
-0.013419,0.028452,0.034967,0.029983,0.159699,0.434200
-0.013618,0.028699,0.034919,0.028512,0.161491,0.434250
-0.013811,0.028942,0.034869,0.027060,0.163256,0.434300
-0.013998,0.029179,0.034819,0.025628,0.164991,0.434350
-0.014178,0.029410,0.034768,0.024220,0.166693,0.434400
-0.014351,0.029635,0.034716,0.022837,0.168360,0.434450
-0.014518,0.029855,0.034664,0.021481,0.169989,0.434500
-0.014678,0.030068,0.034610,0.020154,0.171577,0.434550
-0.014832,0.030276,0.034556,0.018859,0.173121,0.434600
-0.014979,0.030477,0.034501,0.017597,0.174619,0.434650
-0.015118,0.030672,0.034446,0.016371,0.176067,0.434700
-0.015251,0.030861,0.034390,0.015183,0.177464,0.434750
-0.015377,0.031044,0.034334,0.014034,0.178807,0.434800
-0.015496,0.031220,0.034277,0.012926,0.180093,0.434850
-0.015608,0.031389,0.034219,0.011862,0.181321,0.434900
-0.015713,0.031552,0.034162,0.010842,0.182487,0.434950
-0.015811,0.031708,0.034103,0.009869,0.183590,0.435000
-0.015902,0.031857,0.034045,0.008944,0.184628,0.435050
-0.015985,0.031999,0.033986,0.008069,0.185598,0.435100
-0.016061,0.032135,0.033927,0.007246,0.186499,0.435150
-0.016130,0.032263,0.033867,0.006475,0.187329,0.435200
-0.016192,0.032384,0.033808,0.005758,0.188085,0.435250
-0.016246,0.032499,0.033748,0.005096,0.188768,0.435300
-0.016293,0.032606,0.033688,0.004491,0.189374,0.435350
-0.016333,0.032706,0.033627,0.003944,0.189902,0.435400
-0.016365,0.032798,0.033567,0.003456,0.190352,0.435450
-0.016390,0.032884,0.033507,0.003027,0.190722,0.435500
-0.016408,0.032962,0.033446,0.002659,0.191011,0.435550
-0.016418,0.033032,0.033385,0.002353,0.191218,0.435600
-0.016420,0.033096,0.033325,0.002108,0.191341,0.435650
-0.016415,0.033152,0.033264,0.001927,0.191382,0.435700
-0.016403,0.033200,0.033203,0.001808,0.191338,0.435750
-0.016383,0.033241,0.033142,0.001754,0.191209,0.435800
-0.016356,0.033275,0.033081,0.001763,0.190996,0.435850
-0.016321,0.033300,0.033021,0.001837,0.190697,0.435900
-0.016279,0.033319,0.032960,0.001975,0.190313,0.435950
-0.016229,0.033330,0.032899,0.002178,0.189844,0.436000
-0.016172,0.033333,0.032839,0.002445,0.189290,0.436050
-0.016108,0.033329,0.032778,0.002776,0.188651,0.436100
-0.016035,0.033318,0.032718,0.003172,0.187928,0.436150
-0.015956,0.033298,0.032658,0.003631,0.187121,0.436200
-0.015869,0.033272,0.032597,0.004154,0.186231,0.436250
-0.015775,0.033238,0.032537,0.004739,0.185258,0.436300
-0.015673,0.033196,0.032477,0.005387,0.184205,0.436350
-0.015564,0.033147,0.032417,0.006096,0.183070,0.436400
-0.015448,0.033090,0.032357,0.006866,0.181857,0.436450
-0.015324,0.033026,0.032298,0.007696,0.180566,0.436500
-0.015193,0.032955,0.032238,0.008585,0.179199,0.436550
-0.015055,0.032876,0.032179,0.009531,0.177757,0.436600
-0.014909,0.032790,0.032119,0.010534,0.176241,0.436650
-0.014757,0.032697,0.032060,0.011593,0.174655,0.436700
-0.014597,0.032596,0.032001,0.012706,0.172998,0.436750
-0.014430,0.032488,0.031942,0.013871,0.171274,0.436800
-0.014256,0.032373,0.031883,0.015088,0.169485,0.436850
-0.014075,0.032251,0.031824,0.016354,0.167633,0.436900
-0.013887,0.032122,0.031765,0.017669,0.165719,0.436950
-0.013693,0.031986,0.031706,0.019029,0.163747,0.437000
-0.013491,0.031843,0.031647,0.020435,0.161719,0.437050
-0.013282,0.031694,0.031589,0.021883,0.159637,0.437100
-0.013067,0.031537,0.031530,0.023372,0.157505,0.437150
-0.012845,0.031374,0.031471,0.024900,0.155324,0.437200
-0.012616,0.031204,0.031412,0.026466,0.153098,0.437250
-0.012381,0.031027,0.031354,0.028065,0.150830,0.437300
-0.012139,0.030844,0.031295,0.029698,0.148522,0.437350
-0.011891,0.030655,0.031236,0.031361,0.146177,0.437400
-0.011636,0.030459,0.031177,0.033053,0.143799,0.437450
-0.011375,0.030257,0.031118,0.034771,0.141391,0.437500
-0.011108,0.030049,0.031059,0.036512,0.138956,0.437550
-0.010834,0.029835,0.030999,0.038275,0.136497,0.437600
-0.010554,0.029615,0.030940,0.040058,0.134017,0.437650
-0.010269,0.029389,0.030880,0.041857,0.131519,0.437700
-0.009977,0.029157,0.030820,0.043671,0.129008,0.437750
-0.009680,0.028920,0.030760,0.045496,0.126485,0.437800
-0.009376,0.028677,0.030699,0.047332,0.123956,0.437850
-0.009067,0.028429,0.030639,0.049174,0.121422,0.437900
-0.008752,0.028175,0.030577,0.051021,0.118887,0.437950
-0.008432,0.027916,0.030516,0.052871,0.116355,0.438000
-0.008106,0.027652,0.030454,0.054720,0.113829,0.438050
-0.007775,0.027383,0.030392,0.056566,0.111312,0.438100
-0.007439,0.027110,0.030329,0.058408,0.108809,0.438150
-0.007097,0.026831,0.030266,0.060242,0.106321,0.438200
-0.006750,0.026548,0.030202,0.062067,0.103852,0.438250
-0.006398,0.026261,0.030138,0.063879,0.101406,0.438300
-0.006042,0.025969,0.030073,0.065676,0.098986,0.438350
-0.005680,0.025673,0.030007,0.067457,0.096594,0.438400
-0.005314,0.025373,0.029941,0.069218,0.094235,0.438450
-0.004943,0.025069,0.029874,0.070958,0.091911,0.438500
-0.004568,0.024761,0.029807,0.072675,0.089625,0.438550
-0.004188,0.024450,0.029738,0.074365,0.087381,0.438600
-0.003804,0.024135,0.029669,0.076028,0.085180,0.438650
-0.003416,0.023816,0.029599,0.077660,0.083027,0.438700
-0.003023,0.023495,0.029528,0.079260,0.080924,0.438750
-0.002627,0.023170,0.029457,0.080826,0.078872,0.438800
-0.002227,0.022843,0.029384,0.082357,0.076876,0.438850
-0.001822,0.022512,0.029310,0.083849,0.074938,0.438900
-0.001415,0.022179,0.029236,0.085302,0.073060,0.438950
-0.001003,0.021844,0.029160,0.086713,0.071244,0.439000
-0.000589,0.021506,0.029083,0.088081,0.069493,0.439050
-0.000171,0.021166,0.029005,0.089405,0.067808,0.439100
0.000251,0.020824,0.028926,0.090682,0.066193,0.439150
0.000675,0.020480,0.028845,0.091912,0.064648,0.439200
0.001102,0.020134,0.028764,0.093093,0.063176,0.439250
0.001532,0.019787,0.028681,0.094223,0.061779,0.439300
0.001965,0.019438,0.028596,0.095303,0.060457,0.439350
0.002401,0.019088,0.028511,0.096329,0.059213,0.439400
